Sync time,VO_lat,Vo_long,GPS_lat,GPS_LONG
1758638176.61563,47.692938600000005,-2.8160442999999944,47.692938600000005,-2.816044299999994
1758638176.7229643,47.69295120386912,-2.8160560907330967,47.69293861728084,-2.8160442818604845
1758638176.835835,47.69297178223012,-2.816076401942063,47.69293863545302,-2.8160442627853373
1758638176.9417694,47.692984102682395,-2.8160917970735797,47.69293865250845,-2.816044244882427
1758638177.0515692,47.69299707455136,-2.8160989494250392,47.69293867018623,-2.8160442263262504
1758638177.1598482,47.693006953474296,-2.816119901027771,47.69293868761915,-2.816044208027101
1758638177.269447,47.69301661237491,-2.816161435851603,47.69293870526457,-2.816044189504891
1758638177.378902,47.6930323852164,-2.816158248424866,47.6929387228868,-2.816044171007018
1758638177.4879882,47.69305422295003,-2.8161679888916415,47.69293874044969,-2.8160441525714375
1758638177.5994585,47.693071857578516,-2.816162834361589,47.6929387583964,-2.81604413373297
1758638177.7070525,47.69308465381328,-2.8161840129040034,47.692938775719036,-2.8160441155495817
1758638177.8161094,47.69310075937193,-2.8161640304898192,47.69293879327721,-2.816044097118957
1758638177.9241056,47.69311472090819,-2.816150768101941,47.6929388106646,-2.8160440788675953
1758638178.0365405,47.69312778264446,-2.8161371981322323,47.69293882876661,-2.816044059866103
1758638178.1459272,47.69314277189824,-2.8161078244142117,47.692938846377864,-2.8160440413797536
1758638178.2536235,47.69315837868404,-2.8160347271781396,47.69293886371697,-2.81604402317908
1758638178.3631144,47.6931845882687,-2.815976719658629,47.692938881345,-2.8160440046751227
1758638178.4725535,47.69319735521753,-2.8159712476828465,47.6929388989647,-2.816043986179909
1758638178.5800722,47.6932163973297,-2.8159888171454726,47.6929389162752,-2.8160439680092533
1758638178.688905,47.69322792757301,-2.8160506115797364,47.69293893379729,-2.816043949616504
1758638178.795673,47.69324701926805,-2.8160200050015973,47.69293895098692,-2.81604393157273
1758638178.9021754,47.69326568386782,-2.8160984563191747,47.69293896813383,-2.816043913573802
1758638179.0105965,47.69328194089782,-2.81616181457442,47.69293898558963,-2.816043895250638
1758638179.1166458,47.69330089536062,-2.8161960517738303,47.692939002663564,-2.8160438773283065
1758638179.224945,47.693310692522644,-2.8162455576909347,47.69293902009974,-2.8160438590257324
1758638179.3628242,47.69331960141406,-2.8163001488489727,47.692939042298285,-2.816043835724159
1758638179.43827,47.693344258140584,-2.816264282693437,47.69293905444507,-2.8160438229738034
1758638179.5481112,47.69337537434426,-2.8162198112468233,47.69293907212949,-2.8160438044106564
1758638179.6554215,47.69336499474644,-2.8163168118892683,47.69293908940645,-2.816043786275216
1758638179.76467,47.693372436266515,-2.8163388796335544,47.69293910699544,-2.816043767812237
1758638179.8697908,47.693364740813394,-2.816391675014659,47.692939123919906,-2.816043750046805
1758638179.985489,47.69337731323481,-2.8164072884088087,47.6929391425473,-2.8160437304938264
1758638180.0971622,47.693376038202246,-2.816460870789062,47.69293916052671,-2.8160437116210293
1758638180.2074702,47.693347591995355,-2.8166499379606806,47.69293917828629,-2.816043692978989
1758638180.3200624,47.69334519430047,-2.8167134588238945,47.69293919641363,-2.8160436739509036
1758638180.4282372,47.693351074494494,-2.816742639979512,47.692939213829774,-2.8160436556693624
1758638180.5429566,47.693369313405974,-2.8167365959421247,47.6929392322996,-2.816043636281785
1758638180.6542835,47.6933696213773,-2.8167932365129444,47.69293925022323,-2.8160436174675336
1758638180.762151,47.69336402179675,-2.816855234390129,47.6929392675899,-2.8160435992379296
1758638180.8712287,47.693364315594096,-2.816909132873349,47.69293928515141,-2.8160435808038
1758638180.9822395,47.69337293457038,-2.8169094634857936,47.69293930302415,-2.8160435620429762
1758638181.1040452,47.69338322060431,-2.8168935786116847,47.69293932263486,-2.816043541457818
1758638181.201941,47.693385424136565,-2.8169089181330826,47.692939338396094,-2.8160435249134177
1758638181.311283,47.69338288814119,-2.8169532635763392,47.69293935600017,-2.816043506434603
1758638181.421412,47.69337005162523,-2.8170082946133697,47.692939373730916,-2.8160434878228227
1758638181.5283144,47.69336752662511,-2.8170481510788505,47.6929393909422,-2.8160434697563237
1758638181.6401055,47.693353007626875,-2.8170911747850758,47.692939408940575,-2.816043450863622
1758638181.7473457,47.693326442025274,-2.817141672246778,47.692939426206244,-2.8160434327400283
1758638181.8558805,47.69331113491225,-2.8171700449444934,47.69293944368035,-2.8160434143976447
1758638181.964835,47.69329733839599,-2.8171745145762994,47.69293946122201,-2.8160433959843463
1758638182.073942,47.69329148118257,-2.8171578588161976,47.69293947878824,-2.81604337754526
1758638182.1825633,47.69327435232274,-2.817168287821317,47.69293949627628,-2.8160433591882503
1758638182.291975,47.69325355362757,-2.817233377642694,47.69293951389157,-2.8160433406976706
1758638182.402854,47.69324892327082,-2.8172310772032247,47.69293953174308,-2.8160433219591288
1758638182.511515,47.69325928181612,-2.817185976758035,47.69293954923749,-2.8160433035954306
1758638182.6227355,47.693277766453285,-2.817133085385282,47.692939567144,-2.8160432847991497
1758638182.732098,47.6932855696182,-2.817117212220576,47.692939584751386,-2.8160432663168695
1758638182.8443894,47.69329194061222,-2.817115131714238,47.692939602830286,-2.8160432473396337
1758638182.951153,47.69331764235685,-2.8170581817606304,47.692939620019224,-2.8160432292965853
1758638183.0594528,47.69333976089936,-2.817009338583001,47.69293963745548,-2.8160432109939304
1758638183.1702795,47.6933651219214,-2.81694950954178,47.69293965529859,-2.816043192264213
1758638183.278491,47.6933852226785,-2.8169090688280067,47.69293967272064,-2.8160431739764666
1758638183.3825786,47.69339787899735,-2.816895512495934,47.69293968947874,-2.8160431563856636
1758638183.4980493,47.69341515686633,-2.816865749332083,47.69293970806952,-2.8160431368711243
1758638183.6061354,47.69342753866861,-2.8168823971501546,47.69293972547138,-2.816043118604572
1758638183.743571,47.69344220352331,-2.816882000354129,47.69293974759853,-2.816043095377943
1758638183.8267667,47.693461107543435,-2.8168606400105074,47.692939760993035,-2.8160430813178716
1758638183.9330816,47.693475491784675,-2.8168655322499356,47.69293977810973,-2.816043063350654
1758638184.042583,47.693491007442745,-2.8168472555521045,47.69293979573945,-2.816043044844924
1758638184.151879,47.693505539937526,-2.816860110083662,47.69293981333612,-2.816043026373886
1758638184.2595856,47.693526677557486,-2.8168761981922765,47.69293983067687,-2.8160430081714796
1758638184.374311,47.693558362231414,-2.81682641739694,47.692939849147656,-2.816042988782895
1758638184.4820392,47.693558560614974,-2.816881831789638,47.692939866491905,-2.816042970576822
1758638184.5926783,47.6935611759742,-2.816905616285116,47.6929398843048,-2.816042951878815
1758638184.69935,47.69357715369349,-2.816910005682057,47.69293990147896,-2.816042933851279
1758638184.809175,47.693592567267665,-2.8169194200419625,47.692939919160764,-2.8160429152908715
1758638184.918419,47.69361742644234,-2.8169149532611417,47.69293993674903,-2.8160428968286575
